report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo
S00461,R05,Z2,2026-09-09 12:22:00,2026-09-09 12:25:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00462,R06,Z3,2026-09-09 12:21:00,2026-09-09 12:25:00,scheduled,0,0,없음,outdoor,mid,0,
S00463,R07,Z1,2026-09-09 12:38:00,2026-09-09 12:47:00,scheduled,0,0,없음,outdoor,mid,0,
S00464,R10,Z1,2026-09-09 12:35:00,2026-09-09 12:41:00,scheduled,0,0,없음,outdoor,high,1,
S00465,R13,Z1,2026-09-09 12:26:00,2026-09-09 12:28:00,scheduled,0,0,없음,outdoor,high,0,
S00466,R14,Z2,2026-09-09 12:38:00,2026-09-09 12:39:00,scheduled,1,1,기타,outdoor,mid,0,
S00467,R15,Z3,2026-09-09 12:34:00,2026-09-09 12:46:00,scheduled,0,0,없음,outdoor,high,0,
S00468,R16,Z1,2026-09-09 12:28:00,2026-09-09 12:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00469,R17,Z2,2026-09-09 12:29:00,2026-09-09 12:29:00,scheduled,0,0,없음,outdoor,high,1,
S00470,R18,Z3,2026-09-09 12:22:00,2026-09-09 12:34:00,scheduled,0,0,없음,outdoor,mid,0,
S00471,R20,Z2,2026-09-09 12:25:00,2026-09-09 12:32:00,scheduled,0,0,없음,outdoor,low,1,
S00472,R01,Z1,2026-09-09 18:41:00,2026-09-09 18:52:00,scheduled,1,2,축산분뇨,outdoor,low,0,
S00473,R02,Z2,2026-09-09 18:34:00,2026-09-09 18:46:00,scheduled,0,0,없음,outdoor,mid,0,
S00474,R03,Z3,2026-09-09 18:19:00,2026-09-09 18:26:00,scheduled,1,2,기타,outdoor,low,1,
S00475,R05,Z2,2026-09-09 18:21:00,2026-09-09 18:34:00,scheduled,0,0,없음,outdoor,high,1,
S00476,R07,Z1,2026-09-09 18:30:00,2026-09-09 18:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00477,R08,Z2,2026-09-09 18:42:00,2026-09-09 18:50:00,scheduled,1,3,축산분뇨,outdoor,mid,1,
S00478,R10,Z1,2026-09-09 18:42:00,2026-09-09 18:44:00,scheduled,0,0,없음,outdoor,high,0,
S00479,R11,Z2,2026-09-09 18:41:00,2026-09-09 18:52:00,scheduled,0,0,없음,outdoor,mid,1,
S00480,R12,Z3,2026-09-09 18:33:00,2026-09-09 18:41:00,scheduled,1,5,기타,indoor,mid,1,
S00481,R13,Z1,2026-09-09 18:37:00,2026-09-09 18:50:00,scheduled,0,0,없음,outdoor,mid,1,
S00482,R14,Z2,2026-09-09 18:26:00,2026-09-09 18:39:00,scheduled,0,0,없음,outdoor,mid,0,
S00483,R15,Z3,2026-09-09 18:29:00,2026-09-09 18:38:00,scheduled,1,3,기타,outdoor,mid,0,
S00484,R16,Z1,2026-09-09 18:38:00,2026-09-09 18:47:00,scheduled,1,3,기타,outdoor,mid,0,
S00485,R17,Z2,2026-09-09 18:31:00,2026-09-09 18:39:00,scheduled,1,2,축산분뇨,outdoor,high,1,
S00486,R18,Z3,2026-09-09 18:27:00,2026-09-09 18:29:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00487,R19,Z1,2026-09-09 18:27:00,2026-09-09 18:34:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00488,R20,Z2,2026-09-09 18:26:00,2026-09-09 18:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00489,R01,Z1,2026-09-09 21:30:00,2026-09-09 21:37:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00490,R02,Z2,2026-09-09 21:20:00,2026-09-09 21:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00491,R03,Z3,2026-09-09 21:36:00,2026-09-09 21:48:00,scheduled,0,0,없음,outdoor,high,0,
S00492,R04,Z1,2026-09-09 21:30:00,2026-09-09 21:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00493,R06,Z3,2026-09-09 21:31:00,2026-09-09 21:31:00,scheduled,0,0,없음,outdoor,high,0,
S00494,R07,Z1,2026-09-09 21:36:00,2026-09-09 21:44:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00495,R09,Z3,2026-09-09 21:27:00,2026-09-09 21:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00496,R10,Z1,2026-09-09 21:31:00,2026-09-09 21:32:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00497,R11,Z2,2026-09-09 21:35:00,2026-09-09 21:48:00,scheduled,1,2,모름,outdoor,low,0,
S00498,R12,Z3,2026-09-09 21:28:00,2026-09-09 21:30:00,scheduled,1,3,기타,outdoor,mid,1,
S00499,R13,Z1,2026-09-09 21:19:00,2026-09-09 21:27:00,scheduled,1,4,모름,outdoor,high,1,
S00500,R14,Z2,2026-09-09 21:36:00,2026-09-09 21:43:00,scheduled,0,0,없음,outdoor,mid,0,
S00501,R15,Z3,2026-09-09 21:34:00,2026-09-09 21:43:00,scheduled,0,0,없음,outdoor,high,1,
S00502,R16,Z1,2026-09-09 21:35:00,2026-09-09 21:40:00,scheduled,0,0,없음,outdoor,mid,1,
S00503,R17,Z2,2026-09-09 21:23:00,2026-09-09 21:29:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00504,R18,Z3,2026-09-09 21:20:00,2026-09-09 21:22:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00505,R19,Z1,2026-09-09 21:26:00,2026-09-09 21:28:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00506,R20,Z2,2026-09-09 21:39:00,2026-09-09 21:43:00,scheduled,1,3,하수,outdoor,low,0,
S00507,R01,Z1,2026-09-10 07:21:00,2026-09-10 07:27:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00508,R02,Z2,2026-09-10 07:42:00,2026-09-10 07:49:00,scheduled,0,0,없음,outdoor,high,1,
S00509,R03,Z3,2026-09-10 07:19:00,2026-09-10 07:28:00,scheduled,0,0,없음,outdoor,mid,1,
S00510,R04,Z1,2026-09-10 07:25:00,2026-09-10 07:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00511,R05,Z2,2026-09-10 07:28:00,2026-09-10 07:38:00,scheduled,1,2,기타,outdoor,high,0,
S00512,R06,Z3,2026-09-10 07:39:00,2026-09-10 07:43:00,scheduled,0,0,없음,outdoor,mid,0,
S00513,R07,Z1,2026-09-10 07:23:00,2026-09-10 07:27:00,scheduled,0,0,없음,outdoor,mid,1,
S00514,R08,Z2,2026-09-10 07:20:00,2026-09-10 07:25:00,scheduled,0,0,없음,indoor,mid,0,
S00515,R09,Z3,2026-09-10 07:18:00,2026-09-10 07:30:00,scheduled,0,0,없음,outdoor,low,1,
S00516,R10,Z1,2026-09-10 07:31:00,2026-09-10 07:44:00,scheduled,0,0,없음,indoor,mid,1,
S00517,R11,Z2,2026-09-10 07:19:00,2026-09-10 07:30:00,scheduled,0,0,없음,outdoor,high,0,
S00518,R12,Z3,2026-09-10 07:36:00,2026-09-10 07:39:00,scheduled,0,0,없음,outdoor,low,0,
S00519,R13,Z1,2026-09-10 07:36:00,2026-09-10 07:49:00,scheduled,0,0,없음,outdoor,mid,1,
S00520,R14,Z2,2026-09-10 07:41:00,2026-09-10 07:50:00,scheduled,0,0,없음,indoor,mid,0,
S00521,R15,Z3,2026-09-10 07:21:00,2026-09-10 07:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00522,R16,Z1,2026-09-10 07:21:00,2026-09-10 07:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00523,R17,Z2,2026-09-10 07:38:00,2026-09-10 07:51:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00524,R18,Z3,2026-09-10 07:38:00,2026-09-10 07:43:00,scheduled,0,0,없음,outdoor,high,0,
S00525,R19,Z1,2026-09-10 07:34:00,2026-09-10 07:47:00,scheduled,1,1,축산분뇨,outdoor,mid,1,
S00526,R20,Z2,2026-09-10 07:18:00,2026-09-10 07:25:00,scheduled,0,0,없음,outdoor,mid,0,
S00527,R01,Z1,2026-09-10 12:21:00,2026-09-10 12:25:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00528,R02,Z2,2026-09-10 12:24:00,2026-09-10 12:31:00,scheduled,1,1,축산분뇨,outdoor,high,1,
S00529,R04,Z1,2026-09-10 12:39:00,2026-09-10 12:42:00,scheduled,0,0,없음,outdoor,low,0,
S00530,R05,Z2,2026-09-10 12:39:00,2026-09-10 12:44:00,scheduled,0,0,없음,outdoor,mid,0,
S00531,R06,Z3,2026-09-10 12:21:00,2026-09-10 12:30:00,scheduled,0,0,없음,outdoor,low,0,
S00532,R07,Z1,2026-09-10 12:42:00,2026-09-10 12:42:00,scheduled,0,0,없음,outdoor,high,1,
S00533,R08,Z2,2026-09-10 12:18:00,2026-09-10 12:32:00,scheduled,0,0,없음,outdoor,high,1,
S00534,R09,Z3,2026-09-10 12:19:00,2026-09-10 12:25:00,scheduled,1,2,축산분뇨,outdoor,mid,0,
S00535,R10,Z1,2026-09-10 12:19:00,2026-09-10 12:22:00,scheduled,0,0,없음,outdoor,low,0,
S00536,R11,Z2,2026-09-10 12:22:00,2026-09-10 12:36:00,scheduled,0,0,없음,outdoor,high,0,
S00537,R13,Z1,2026-09-10 12:23:00,2026-09-10 12:31:00,scheduled,0,0,없음,indoor,mid,0,
S00538,R14,Z2,2026-09-10 12:34:00,2026-09-10 12:46:00,scheduled,0,0,없음,outdoor,high,0,
S00539,R15,Z3,2026-09-10 12:25:00,2026-09-10 12:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00540,R17,Z2,2026-09-10 12:23:00,2026-09-10 12:28:00,scheduled,1,2,기타,outdoor,high,0,
S00541,R19,Z1,2026-09-10 12:32:00,2026-09-10 12:35:00,scheduled,0,0,없음,outdoor,mid,1,
S00542,R20,Z2,2026-09-10 12:20:00,2026-09-10 12:20:00,scheduled,0,0,없음,outdoor,high,1,
S00543,R01,Z1,2026-09-10 18:31:00,2026-09-10 18:31:00,scheduled,0,0,없음,indoor,low,0,
S00544,R02,Z2,2026-09-10 18:33:00,2026-09-10 18:36:00,scheduled,0,0,없음,outdoor,high,0,
S00545,R03,Z3,2026-09-10 18:31:00,2026-09-10 18:31:00,scheduled,0,0,없음,outdoor,mid,1,
S00546,R04,Z1,2026-09-10 18:36:00,2026-09-10 18:43:00,scheduled,0,0,없음,outdoor,low,0,
S00547,R05,Z2,2026-09-10 18:34:00,2026-09-10 18:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00548,R07,Z1,2026-09-10 18:29:00,2026-09-10 18:43:00,scheduled,0,0,없음,outdoor,low,0,
S00549,R08,Z2,2026-09-10 18:29:00,2026-09-10 18:32:00,scheduled,0,0,없음,outdoor,high,1,
S00550,R10,Z1,2026-09-10 18:38:00,2026-09-10 18:41:00,scheduled,0,0,없음,outdoor,high,1,
S00551,R12,Z3,2026-09-10 18:40:00,2026-09-10 18:45:00,scheduled,0,0,없음,outdoor,high,0,
S00552,R13,Z1,2026-09-10 18:40:00,2026-09-10 18:45:00,scheduled,0,0,없음,outdoor,high,0,
S00553,R14,Z2,2026-09-10 18:27:00,2026-09-10 18:40:00,scheduled,0,0,없음,outdoor,mid,1,
S00554,R15,Z3,2026-09-10 18:26:00,2026-09-10 18:39:00,scheduled,0,0,없음,outdoor,mid,0,
S00555,R16,Z1,2026-09-10 18:28:00,2026-09-10 18:40:00,scheduled,0,0,없음,outdoor,high,0,
S00556,R17,Z2,2026-09-10 18:30:00,2026-09-10 18:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00557,R18,Z3,2026-09-10 18:30:00,2026-09-10 18:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00558,R19,Z1,2026-09-10 18:23:00,2026-09-10 18:26:00,scheduled,0,0,없음,outdoor,mid,0,
S00559,R20,Z2,2026-09-10 18:29:00,2026-09-10 18:43:00,scheduled,0,0,없음,outdoor,mid,1,
S00560,R01,Z1,2026-09-10 21:39:00,2026-09-10 21:48:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00561,R02,Z2,2026-09-10 21:38:00,2026-09-10 21:52:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00562,R03,Z3,2026-09-10 21:32:00,2026-09-10 21:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00563,R04,Z1,2026-09-10 21:41:00,2026-09-10 21:53:00,scheduled,0,0,없음,outdoor,low,1,
S00564,R05,Z2,2026-09-10 21:31:00,2026-09-10 21:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00565,R06,Z3,2026-09-10 21:36:00,2026-09-10 21:45:00,scheduled,0,0,없음,outdoor,mid,0,
S00566,R07,Z1,2026-09-10 21:38:00,2026-09-10 21:51:00,scheduled,0,0,없음,outdoor,mid,0,
S00567,R08,Z2,2026-09-10 21:18:00,2026-09-10 21:22:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00568,R09,Z3,2026-09-10 21:37:00,2026-09-10 21:42:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00569,R10,Z1,2026-09-10 21:28:00,2026-09-10 21:40:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00570,R12,Z3,2026-09-10 21:19:00,2026-09-10 21:24:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00571,R13,Z1,2026-09-10 21:28:00,2026-09-10 21:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00572,R15,Z3,2026-09-10 21:39:00,2026-09-10 21:39:00,scheduled,1,2,모름,indoor,high,1,
S00573,R16,Z1,2026-09-10 21:22:00,2026-09-10 21:31:00,scheduled,0,0,없음,outdoor,high,0,
S00574,R17,Z2,2026-09-10 21:37:00,2026-09-10 21:46:00,scheduled,1,4,축산분뇨,outdoor,high,0,
S00575,R19,Z1,2026-09-10 21:30:00,2026-09-10 21:30:00,scheduled,1,2,모름,outdoor,high,0,
S00576,R20,Z2,2026-09-10 21:38:00,2026-09-10 21:39:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00577,R01,Z1,2026-09-11 07:27:00,2026-09-11 07:39:00,scheduled,0,0,없음,outdoor,mid,0,
S00578,R02,Z2,2026-09-11 07:42:00,2026-09-11 07:42:00,scheduled,0,0,없음,outdoor,high,0,
S00579,R04,Z1,2026-09-11 07:22:00,2026-09-11 07:36:00,scheduled,0,0,없음,outdoor,low,1,
S00580,R05,Z2,2026-09-11 07:18:00,2026-09-11 07:31:00,scheduled,1,1,기타,outdoor,mid,0,
S00581,R06,Z3,2026-09-11 07:38:00,2026-09-11 07:52:00,scheduled,0,0,없음,outdoor,low,1,
S00582,R08,Z2,2026-09-11 07:22:00,2026-09-11 07:26:00,scheduled,0,0,없음,outdoor,mid,0,
S00583,R10,Z1,2026-09-11 07:26:00,2026-09-11 07:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00584,R11,Z2,2026-09-11 07:37:00,2026-09-11 07:41:00,scheduled,0,0,없음,outdoor,high,1,
S00585,R12,Z3,2026-09-11 07:33:00,2026-09-11 07:35:00,scheduled,0,0,없음,outdoor,high,0,
S00586,R13,Z1,2026-09-11 07:35:00,2026-09-11 07:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00587,R14,Z2,2026-09-11 07:25:00,2026-09-11 07:39:00,scheduled,0,0,없음,outdoor,high,0,
S00588,R16,Z1,2026-09-11 07:27:00,2026-09-11 07:41:00,scheduled,0,0,없음,outdoor,high,1,
S00589,R19,Z1,2026-09-11 07:31:00,2026-09-11 07:36:00,scheduled,0,0,없음,outdoor,high,1,
S00590,R01,Z1,2026-09-11 12:37:00,2026-09-11 12:40:00,scheduled,0,0,없음,outdoor,high,1,
S00591,R02,Z2,2026-09-11 12:29:00,2026-09-11 12:40:00,scheduled,0,0,없음,indoor,mid,1,
S00592,R03,Z3,2026-09-11 12:22:00,2026-09-11 12:30:00,scheduled,0,0,없음,outdoor,mid,0,
S00593,R04,Z1,2026-09-11 12:21:00,2026-09-11 12:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00594,R05,Z2,2026-09-11 12:19:00,2026-09-11 12:25:00,scheduled,0,0,없음,outdoor,high,1,
S00595,R07,Z1,2026-09-11 12:24:00,2026-09-11 12:25:00,scheduled,0,0,없음,outdoor,high,0,
S00596,R08,Z2,2026-09-11 12:42:00,2026-09-11 12:43:00,scheduled,0,0,없음,outdoor,high,0,
S00597,R09,Z3,2026-09-11 12:18:00,2026-09-11 12:19:00,scheduled,0,0,없음,outdoor,mid,0,
S00598,R10,Z1,2026-09-11 12:41:00,2026-09-11 12:54:00,scheduled,0,0,없음,indoor,mid,1,
S00599,R11,Z2,2026-09-11 12:42:00,2026-09-11 12:44:00,scheduled,0,0,없음,outdoor,high,1,
S00600,R12,Z3,2026-09-11 12:31:00,2026-09-11 12:31:00,scheduled,0,0,없음,outdoor,high,0,
S00601,R15,Z3,2026-09-11 12:25:00,2026-09-11 12:33:00,scheduled,1,1,하수,outdoor,high,1,
S00602,R16,Z1,2026-09-11 12:22:00,2026-09-11 12:35:00,scheduled,0,0,없음,outdoor,mid,1,
S00603,R17,Z2,2026-09-11 12:31:00,2026-09-11 12:35:00,scheduled,1,1,기타,outdoor,mid,0,
S00604,R18,Z3,2026-09-11 12:29:00,2026-09-11 12:30:00,scheduled,0,0,없음,outdoor,high,1,
S00605,R19,Z1,2026-09-11 12:36:00,2026-09-11 12:37:00,scheduled,0,0,없음,outdoor,low,0,
S00606,R01,Z1,2026-09-11 18:39:00,2026-09-11 18:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00607,R02,Z2,2026-09-11 18:36:00,2026-09-11 18:47:00,scheduled,0,0,없음,outdoor,mid,0,
S00608,R03,Z3,2026-09-11 18:21:00,2026-09-11 18:27:00,scheduled,0,0,없음,outdoor,mid,1,
S00609,R04,Z1,2026-09-11 18:20:00,2026-09-11 18:23:00,scheduled,0,0,없음,outdoor,mid,1,
S00610,R06,Z3,2026-09-11 18:37:00,2026-09-11 18:48:00,scheduled,1,2,모름,outdoor,high,0,
S00611,R08,Z2,2026-09-11 18:24:00,2026-09-11 18:29:00,scheduled,0,0,없음,outdoor,high,0,
S00612,R11,Z2,2026-09-11 18:39:00,2026-09-11 18:46:00,scheduled,0,0,없음,indoor,high,1,
S00613,R12,Z3,2026-09-11 18:21:00,2026-09-11 18:31:00,scheduled,0,0,없음,outdoor,high,1,
S00614,R13,Z1,2026-09-11 18:37:00,2026-09-11 18:45:00,scheduled,1,2,축산분뇨,outdoor,high,1,
S00615,R14,Z2,2026-09-11 18:27:00,2026-09-11 18:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00616,R16,Z1,2026-09-11 18:34:00,2026-09-11 18:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00617,R17,Z2,2026-09-11 18:33:00,2026-09-11 18:33:00,scheduled,0,0,없음,outdoor,high,0,
S00618,R18,Z3,2026-09-11 18:25:00,2026-09-11 18:37:00,scheduled,0,0,없음,outdoor,high,0,
S00619,R19,Z1,2026-09-11 18:32:00,2026-09-11 18:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00620,R20,Z2,2026-09-11 18:21:00,2026-09-11 18:35:00,scheduled,0,0,없음,indoor,high,1,
S00621,R01,Z1,2026-09-11 21:19:00,2026-09-11 21:28:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00622,R02,Z2,2026-09-11 21:40:00,2026-09-11 21:50:00,scheduled,1,4,축산분뇨,indoor,mid,0,
S00623,R03,Z3,2026-09-11 21:34:00,2026-09-11 21:40:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00624,R04,Z1,2026-09-11 21:23:00,2026-09-11 21:26:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00625,R07,Z1,2026-09-11 21:41:00,2026-09-11 21:46:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00626,R08,Z2,2026-09-11 21:19:00,2026-09-11 21:21:00,scheduled,1,3,축산분뇨,indoor,high,0,
S00627,R09,Z3,2026-09-11 21:25:00,2026-09-11 21:28:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00628,R10,Z1,2026-09-11 21:39:00,2026-09-11 21:50:00,scheduled,1,5,축산분뇨,outdoor,mid,0,
S00629,R11,Z2,2026-09-11 21:39:00,2026-09-11 21:49:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00630,R12,Z3,2026-09-11 21:37:00,2026-09-11 21:50:00,scheduled,1,4,하수,outdoor,mid,0,
S00631,R13,Z1,2026-09-11 21:41:00,2026-09-11 21:53:00,scheduled,1,4,하수,outdoor,mid,0,
S00632,R14,Z2,2026-09-11 21:29:00,2026-09-11 21:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00633,R15,Z3,2026-09-11 21:35:00,2026-09-11 21:36:00,scheduled,0,0,없음,outdoor,mid,1,
S00634,R16,Z1,2026-09-11 21:19:00,2026-09-11 21:20:00,scheduled,1,2,하수,outdoor,high,1,
S00635,R17,Z2,2026-09-11 21:24:00,2026-09-11 21:30:00,scheduled,0,0,없음,indoor,low,1,
S00636,R18,Z3,2026-09-11 21:19:00,2026-09-11 21:29:00,scheduled,1,3,하수,outdoor,high,1,
S00637,R20,Z2,2026-09-11 21:31:00,2026-09-11 21:45:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00638,R02,Z2,2026-09-12 07:29:00,2026-09-12 07:29:00,scheduled,0,0,없음,outdoor,mid,0,
S00639,R04,Z1,2026-09-12 07:23:00,2026-09-12 07:31:00,scheduled,0,0,없음,outdoor,mid,1,
S00640,R05,Z2,2026-09-12 07:25:00,2026-09-12 07:37:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00641,R06,Z3,2026-09-12 07:24:00,2026-09-12 07:27:00,scheduled,0,0,없음,outdoor,low,1,
S00642,R07,Z1,2026-09-12 07:20:00,2026-09-12 07:26:00,scheduled,0,0,없음,outdoor,high,0,
S00643,R08,Z2,2026-09-12 07:24:00,2026-09-12 07:38:00,scheduled,0,0,없음,outdoor,high,1,
S00644,R09,Z3,2026-09-12 07:27:00,2026-09-12 07:27:00,scheduled,0,0,없음,outdoor,high,1,
S00645,R10,Z1,2026-09-12 07:34:00,2026-09-12 07:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00646,R11,Z2,2026-09-12 07:26:00,2026-09-12 07:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00647,R12,Z3,2026-09-12 07:39:00,2026-09-12 07:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00648,R13,Z1,2026-09-12 07:27:00,2026-09-12 07:30:00,scheduled,0,0,없음,outdoor,high,0,
S00649,R15,Z3,2026-09-12 07:30:00,2026-09-12 07:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00650,R16,Z1,2026-09-12 07:36:00,2026-09-12 07:49:00,scheduled,0,0,없음,outdoor,mid,1,
S00651,R17,Z2,2026-09-12 07:37:00,2026-09-12 07:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00652,R18,Z3,2026-09-12 07:40:00,2026-09-12 07:54:00,scheduled,0,0,없음,outdoor,mid,0,
S00653,R19,Z1,2026-09-12 07:28:00,2026-09-12 07:40:00,scheduled,1,1,모름,outdoor,high,0,
S00654,R20,Z2,2026-09-12 07:35:00,2026-09-12 07:49:00,scheduled,0,0,없음,outdoor,mid,0,
S00655,R01,Z1,2026-09-12 12:33:00,2026-09-12 12:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00656,R02,Z2,2026-09-12 12:24:00,2026-09-12 12:25:00,scheduled,0,0,없음,outdoor,low,1,
S00657,R05,Z2,2026-09-12 12:42:00,2026-09-12 12:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00658,R06,Z3,2026-09-12 12:31:00,2026-09-12 12:33:00,scheduled,0,0,없음,outdoor,high,0,
S00659,R07,Z1,2026-09-12 12:18:00,2026-09-12 12:26:00,scheduled,0,0,없음,outdoor,mid,0,
S00660,R08,Z2,2026-09-12 12:38:00,2026-09-12 12:44:00,scheduled,0,0,없음,outdoor,high,1,
S00661,R09,Z3,2026-09-12 12:36:00,2026-09-12 12:49:00,scheduled,0,0,없음,outdoor,low,0,
S00662,R11,Z2,2026-09-12 12:31:00,2026-09-12 12:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00663,R13,Z1,2026-09-12 12:31:00,2026-09-12 12:41:00,scheduled,0,0,없음,outdoor,high,0,
S00664,R14,Z2,2026-09-12 12:19:00,2026-09-12 12:30:00,scheduled,1,3,기타,outdoor,high,0,
S00665,R15,Z3,2026-09-12 12:27:00,2026-09-12 12:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00666,R16,Z1,2026-09-12 12:39:00,2026-09-12 12:52:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00667,R17,Z2,2026-09-12 12:23:00,2026-09-12 12:34:00,scheduled,0,0,없음,outdoor,mid,1,
S00668,R19,Z1,2026-09-12 12:19:00,2026-09-12 12:27:00,scheduled,1,2,축산분뇨,indoor,mid,0,
S00669,R20,Z2,2026-09-12 12:25:00,2026-09-12 12:33:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00670,R01,Z1,2026-09-12 18:30:00,2026-09-12 18:42:00,scheduled,1,1,축산분뇨,indoor,mid,0,
S00671,R03,Z3,2026-09-12 18:32:00,2026-09-12 18:36:00,scheduled,0,0,없음,outdoor,low,1,
S00672,R04,Z1,2026-09-12 18:28:00,2026-09-12 18:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00673,R05,Z2,2026-09-12 18:24:00,2026-09-12 18:30:00,scheduled,0,0,없음,outdoor,mid,1,
S00674,R07,Z1,2026-09-12 18:18:00,2026-09-12 18:21:00,scheduled,0,0,없음,outdoor,high,0,
S00675,R08,Z2,2026-09-12 18:39:00,2026-09-12 18:51:00,scheduled,0,0,없음,outdoor,mid,0,
S00676,R09,Z3,2026-09-12 18:29:00,2026-09-12 18:30:00,scheduled,0,0,없음,outdoor,low,0,
S00677,R10,Z1,2026-09-12 18:32:00,2026-09-12 18:42:00,scheduled,0,0,없음,indoor,high,0,
S00678,R11,Z2,2026-09-12 18:40:00,2026-09-12 18:43:00,scheduled,0,0,없음,outdoor,mid,0,
S00679,R12,Z3,2026-09-12 18:32:00,2026-09-12 18:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00680,R13,Z1,2026-09-12 18:38:00,2026-09-12 18:50:00,scheduled,0,0,없음,outdoor,high,0,
S00681,R16,Z1,2026-09-12 18:28:00,2026-09-12 18:31:00,scheduled,0,0,없음,outdoor,high,0,
S00682,R17,Z2,2026-09-12 18:40:00,2026-09-12 18:42:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00683,R18,Z3,2026-09-12 18:22:00,2026-09-12 18:30:00,scheduled,1,1,모름,outdoor,low,0,
S00684,R19,Z1,2026-09-12 18:32:00,2026-09-12 18:42:00,scheduled,0,0,없음,outdoor,low,0,
S00685,R20,Z2,2026-09-12 18:40:00,2026-09-12 18:49:00,scheduled,0,0,없음,outdoor,mid,1,
S00686,R01,Z1,2026-09-12 21:40:00,2026-09-12 21:51:00,scheduled,1,5,축산분뇨,outdoor,mid,0,
S00687,R02,Z2,2026-09-12 21:21:00,2026-09-12 21:27:00,scheduled,1,4,하수,outdoor,high,1,
S00688,R03,Z3,2026-09-12 21:32:00,2026-09-12 21:38:00,scheduled,1,5,축산분뇨,outdoor,mid,1,
S00689,R04,Z1,2026-09-12 21:24:00,2026-09-12 21:29:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00690,R05,Z2,2026-09-12 21:27:00,2026-09-12 21:34:00,scheduled,1,3,하수,indoor,mid,0,
S00691,R06,Z3,2026-09-12 21:36:00,2026-09-12 21:39:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
